customer_id,order_id,order_details_id,product_id,customer_name,customer_segment,product_category,product_name,product_manufacturer,product_subcategory,quantity,order_date,Month,Year,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_mode,order_discount,order_profit_ratio,order_profits,order_sales,Month-Year,,Top 10 profitable customers,,,Top 5 profitable subcategories,
34,US-2015-105767,8338,135,Andrew Roberts,Consumer,Office Supplies,Angle-D Ring Binders,Angle-D,Binders,2,5/23/2015,5,2015,Philadelphia,Pennsylvania,East,United States,19134,5/27/2015,Standard Class,70.00%,-80.00%,-$3,$3,May-2015,,,,,,
34,US-2015-105767,8339,1131,Andrew Roberts,Consumer,Office Supplies,Newell 317,Newell,Art,9,5/23/2015,5,2015,Philadelphia,Pennsylvania,East,United States,19134,5/27/2015,Standard Class,20.00%,11.00%,$2,$21,May-2015,,,,,,
34,US-2015-105767,8340,1108,Andrew Roberts,Consumer,Technology,Motorola L804,Motorola,Phones,2,5/23/2015,5,2015,Philadelphia,Pennsylvania,East,United States,19134,5/27/2015,Standard Class,40.00%,-18.00%,-$10,$55,May-2015,,,,,,
313,US-2015-135881,8464,984,Greg Tran,Consumer,Office Supplies,Letter Slitter,Other,Supplies,2,5/23/2015,5,2015,New York City,New York,East,United States,10035,5/27/2015,Standard Class,0.00%,3.00%,$0,$5,May-2015,,,,,,
313,US-2015-135881,8465,260,Greg Tran,Consumer,Office Supplies,Avery Non-Stick Binders,Avery,Binders,5,5/23/2015,5,2015,New York City,New York,East,United States,10035,5/27/2015,Standard Class,20.00%,33.00%,$6,$18,May-2015,,,,,,
313,US-2015-135881,8466,9,Greg Tran,Consumer,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Other,Appliances,1,5/23/2015,5,2015,New York City,New York,East,United States,10035,5/27/2015,Standard Class,0.00%,27.00%,$56,$208,May-2015,,,,,,
625,CA-2015-143413,1091,1740,Resi Pölking,Consumer,Office Supplies,Xerox 1944,Xerox,Paper,3,5/24/2015,5,2015,Baltimore,Maryland,East,United States,21215,5/30/2015,Standard Class,0.00%,49.00%,$57,$116,May-2015,,,,,,
71,CA-2015-100391,19,1523,Barry Weirich,Consumer,Office Supplies,Strathmore Photo Frame Cards,Strathmore,Paper,2,5/25/2015,5,2015,New York City,New York,East,United States,10035,5/29/2015,Standard Class,0.00%,46.00%,$7,$15,May-2015,,,,,,
348,US-2015-130379,8445,597,Janet Lee,Consumer,Furniture,"Electrix Incandescent Magnifying Lamp, Black",Electrix,Furnishings,2,5/25/2015,5,2015,Chicago,Illinois,Central,United States,60623,5/29/2015,Standard Class,60.00%,-83.00%,-$24,$29,May-2015,,,,,,
348,US-2015-130379,8446,793,Janet Lee,Consumer,Office Supplies,Harmony Air Purifier,Harmony,Appliances,2,5/25/2015,5,2015,Chicago,Illinois,Central,United States,60623,5/29/2015,Standard Class,80.00%,-220.00%,-$166,$76,May-2015,,,,,,
215,CA-2015-129574,774,1663,Dean percer,Home Office,Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",Wirebound,Paper,5,5/26/2015,5,2015,Murray,Utah,West,United States,84107,5/29/2015,First Class,0.00%,48.00%,$23,$48,May-2015,,,,,,
536,CA-2015-144029,1101,525,Michelle Moray,Consumer,Office Supplies,DIXON Ticonderoga Erasable Checking Pencils,Dixon,Art,3,5/26/2015,5,2015,Chicago,Illinois,Central,United States,60623,5/31/2015,Standard Class,20.00%,24.00%,$3,$13,May-2015,,,,,,
536,CA-2015-144029,1102,1384,Michelle Moray,Consumer,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",SAFCO,Storage,3,5/26/2015,5,2015,Chicago,Illinois,Central,United States,60623,5/31/2015,Standard Class,20.00%,8.00%,$8,$103,May-2015,,,,,,
536,CA-2015-144029,1103,743,Michelle Moray,Consumer,Furniture,Global Commerce Series Low-Back Swivel/Tilt Chairs,Global,Chairs,2,5/26/2015,5,2015,Chicago,Illinois,Central,United States,60623,5/31/2015,Standard Class,30.00%,-1.00%,-$5,$360,May-2015,,,,,,
492,CA-2015-156349,1357,1118,Marina Lichtenstein,Corporate,Technology,netTALK DUO VoIP Telephone Service,Other,Phones,2,5/26/2015,5,2015,Los Angeles,California,West,United States,90008,5/30/2015,Standard Class,20.00%,38.00%,$31,$84,May-2015,,,,,,
492,CA-2015-156349,1358,1612,Marina Lichtenstein,Corporate,Technology,VTech DS6151,Other,Phones,2,5/26/2015,5,2015,Los Angeles,California,West,United States,90008,5/30/2015,Standard Class,20.00%,10.00%,$20,$202,May-2015,,,,,,
492,CA-2015-156349,1359,1436,Marina Lichtenstein,Corporate,Furniture,Sauder Inglewood Library Bookcases,Sauder,Bookcases,2,5/26/2015,5,2015,Los Angeles,California,West,United States,90008,5/30/2015,Standard Class,15.00%,9.00%,$27,$291,May-2015,,,,,,
332,CA-2015-158029,1392,845,Herbert Flentye,Consumer,Furniture,Hon Olson Stacker Stools,Hon,Chairs,2,5/26/2015,5,2015,Los Angeles,California,West,United States,90008,5/30/2015,Standard Class,20.00%,10.00%,$23,$225,May-2015,,,,,,
518,CA-2015-124429,596,648,Maya Herman,Corporate,Office Supplies,Fellowes Officeware Wire Shelving,Fellowes,Storage,4,5/27/2015,5,2015,San Diego,California,West,United States,92105,5/27/2015,Same Day,0.00%,2.00%,$7,$359,May-2015,,,,,,
518,CA-2015-124429,597,965,Maya Herman,Corporate,Furniture,KI Conference Tables,KI,Tables,10,5/27/2015,5,2015,San Diego,California,West,United States,92105,5/27/2015,Same Day,20.00%,-5.00%,-$28,$567,May-2015,,,,,,
458,CA-2015-139192,980,1033,Lena Creighton,Consumer,Technology,Logitech Wireless Performance Mouse MX for PC and Mac,Logitech,Accessories,1,5/27/2015,5,2015,San Francisco,California,West,United States,94109,6/1/2015,Second Class,0.00%,38.00%,$38,$100,May-2015,,,,,,
458,CA-2015-139192,981,1280,Lena Creighton,Consumer,Technology,Plantronics HL10 Handset Lifter,Plantronics,Phones,12,5/27/2015,5,2015,San Francisco,California,West,United States,94109,6/1/2015,Second Class,20.00%,11.00%,$125,"$1,114",May-2015,,,,,,
453,US-2015-117058,8383,655,Laurel Elliston,Consumer,Office Supplies,Fellowes Presentation Covers for Comb Binding Machines,Fellowes,Binders,6,5/27/2015,5,2015,Chicago,Illinois,Central,United States,60653,5/30/2015,First Class,80.00%,-175.00%,-$31,$17,May-2015,,,,,,
483,CA-2015-108861,243,782,Magdelene Morse,Consumer,Office Supplies,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Other,Binders,4,5/28/2015,5,2015,Seattle,Washington,West,United States,98105,6/1/2015,Standard Class,20.00%,38.00%,$51,$137,May-2015,,,,,,
588,CA-2015-135993,918,914,Patrick Jones,Corporate,Technology,Imation 30456 USB Flash Drive 8GB,Imation,Accessories,4,5/28/2015,5,2015,Seattle,Washington,West,United States,98115,6/2/2015,Standard Class,0.00%,8.00%,$2,$28,May-2015,,,,,,
588,CA-2015-135993,919,891,Patrick Jones,Corporate,Technology,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Other,Phones,6,5/28/2015,5,2015,Seattle,Washington,West,United States,98115,6/2/2015,Standard Class,20.00%,10.00%,$6,$57,May-2015,,,,,,
454,CA-2015-103429,107,699,Laurel Workman,Corporate,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",GBC,Binders,2,5/30/2015,5,2015,New York City,New York,East,United States,10024,6/1/2015,First Class,20.00%,35.00%,$9,$26,May-2015,,,,,,
454,CA-2015-103429,108,1744,Laurel Workman,Corporate,Office Supplies,Xerox 1948,Xerox,Paper,4,5/30/2015,5,2015,New York City,New York,East,United States,10024,6/1/2015,First Class,0.00%,45.00%,$18,$40,May-2015,,,,,,
454,CA-2015-103429,109,855,Laurel Workman,Corporate,Office Supplies,Honeywell Quietcare HEPA Air Cleaner,Honeywell,Appliances,3,5/30/2015,5,2015,New York City,New York,East,United States,10024,6/1/2015,First Class,0.00%,33.00%,$78,$236,May-2015,,,,,,
454,CA-2015-103429,110,733,Laurel Workman,Corporate,Technology,Geemarc AmpliPOWER60,Other,Phones,5,5/30/2015,5,2015,New York City,New York,East,United States,10024,6/1/2015,First Class,0.00%,29.00%,$135,$464,May-2015,,,,,,
343,CA-2015-105872,178,1649,James Galang,Consumer,Office Supplies,Wilson Jones Legal Size Ring Binders,Wilson Jones,Binders,4,5/30/2015,5,2015,New York City,New York,East,United States,10024,6/6/2015,Standard Class,20.00%,38.00%,$26,$70,May-2015,,,,,,
494,CA-2015-140473,1016,372,Mark Cousins,Corporate,Technology,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Brother,Copiers,3,5/30/2015,5,2015,Chicago,Illinois,Central,United States,60623,6/3/2015,Standard Class,20.00%,19.00%,$135,$720,May-2015,,,,,,
693,CA-2015-145800,1143,428,Shahid Shariari,Consumer,Furniture,Chromcraft Rectangular Conference Tables,Chromcraft,Tables,3,5/30/2015,5,2015,Buffalo Grove,Illinois,Central,United States,60089,6/5/2015,Standard Class,50.00%,-52.00%,-$185,$355,May-2015,,,,,,
255,CA-2015-146885,1165,132,Ellis Ballard,Corporate,Office Supplies,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Ampad,Paper,3,5/30/2015,5,2015,Richmond,Virginia,South,United States,23223,6/5/2015,Standard Class,0.00%,45.00%,$6,$14,May-2015,,,,,,
374,CA-2015-166051,1567,778,Jim Karlsson,Consumer,Technology,Grandstream GXP1160 VoIP phone,Grandstream,Phones,3,5/31/2015,5,2015,Jackson,Mississippi,South,United States,39212,6/5/2015,Standard Class,0.00%,29.00%,$33,$114,May-2015,,,,,,
374,CA-2015-166051,1568,1395,Jim Karlsson,Consumer,Technology,Samsung Galaxy Note 3,Samsung,Phones,3,5/31/2015,5,2015,Jackson,Mississippi,South,United States,39212,6/5/2015,Standard Class,0.00%,30.00%,$198,$660,May-2015,,,,,,
174,CA-2015-111003,299,680,Corey Roper,Home Office,Office Supplies,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",GBC,Binders,3,6/1/2015,6,2015,Lakewood,New Jersey,East,United States,8701,6/6/2015,Standard Class,0.00%,46.00%,$21,$45,Jun-2015,,,,,,
174,CA-2015-111003,300,357,Corey Roper,Home Office,Office Supplies,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Boston,Art,6,6/1/2015,6,2015,Lakewood,New Jersey,East,United States,8701,6/6/2015,Standard Class,0.00%,29.00%,$84,$289,Jun-2015,,,,,,
231,CA-2015-131926,828,1808,Dianna Wilson,Home Office,Office Supplies,Xerox 205,Xerox,Paper,4,6/1/2015,6,2015,Lakeville,Minnesota,Central,United States,55044,6/6/2015,Second Class,0.00%,48.00%,$12,$26,Jun-2015,,,,,,
231,CA-2015-131926,829,97,Dianna Wilson,Home Office,Office Supplies,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Adams,Paper,6,6/1/2015,6,2015,Lakeville,Minnesota,Central,United States,55044,6/6/2015,Second Class,0.00%,50.00%,$24,$48,Jun-2015,,,,,,
231,CA-2015-131926,830,1388,Dianna Wilson,Home Office,Office Supplies,Safco Steel Mobile File Cart,SAFCO,Storage,2,6/1/2015,6,2015,Lakeville,Minnesota,Central,United States,55044,6/6/2015,Second Class,0.00%,25.00%,$42,$167,Jun-2015,,,,,,
231,CA-2015-131926,831,853,Dianna Wilson,Home Office,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Honeywell,Appliances,5,6/1/2015,6,2015,Lakeville,Minnesota,Central,United States,55044,6/6/2015,Second Class,0.00%,33.00%,$496,"$1,503",Jun-2015,,,,,,
231,CA-2015-131926,832,744,Dianna Wilson,Home Office,Furniture,Global Deluxe High-Back Manager's Chair,Global,Chairs,7,6/1/2015,6,2015,Lakeville,Minnesota,Central,United States,55044,6/6/2015,Second Class,0.00%,29.00%,$581,"$2,002",Jun-2015,,,,,,
616,US-2015-157070,8577,38,Quincy Jones,Corporate,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,Acco,Appliances,5,6/1/2015,6,2015,Detroit,Michigan,Central,United States,48234,6/6/2015,Standard Class,10.00%,19.00%,$12,$66,Jun-2015,,,,,,
616,US-2015-157070,8578,1644,Quincy Jones,Corporate,Office Supplies,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Wilson Jones,Binders,4,6/1/2015,6,2015,Detroit,Michigan,Central,United States,48234,6/6/2015,Standard Class,0.00%,48.00%,$67,$139,Jun-2015,,,,,,
473,US-2015-165659,8628,22,Liz Thompson,Consumer,Furniture,3M Hangers With Command Adhesive,3M,Furnishings,6,6/1/2015,6,2015,Little Rock,Arkansas,South,United States,72209,6/6/2015,Standard Class,0.00%,41.00%,$9,$22,Jun-2015,,,,,,
473,US-2015-165659,8629,102,Liz Thompson,Consumer,Technology,Adtran 1202752G1,Other,Phones,7,6/1/2015,6,2015,Little Rock,Arkansas,South,United States,72209,6/6/2015,Standard Class,0.00%,26.00%,$229,$882,Jun-2015,,,,,,
718,CA-2015-100895,33,1414,Stewart Visinsky,Consumer,Office Supplies,"Sanford Colorific Scented Colored Pencils, 12/Pack",Sanford,Art,2,6/2/2015,6,2015,Roswell,Georgia,South,United States,30076,6/6/2015,Standard Class,0.00%,31.00%,$3,$9,Jun-2015,,,,,,
718,CA-2015-100895,34,1103,Stewart Visinsky,Consumer,Technology,Mophie Juice Pack Helium for iPhone,Other,Phones,3,6/2/2015,6,2015,Roswell,Georgia,South,United States,30076,6/6/2015,Standard Class,0.00%,28.00%,$67,$240,Jun-2015,,,,,,
718,CA-2015-100895,35,866,Stewart Visinsky,Consumer,Office Supplies,"Hot File 7-Pocket, Floor Stand",Other,Storage,2,6/2/2015,6,2015,Roswell,Georgia,South,United States,30076,6/6/2015,Standard Class,0.00%,30.00%,$107,$357,Jun-2015,,,,,,
154,CA-2015-104472,147,712,Christine Kargatis,Home Office,Office Supplies,GBC Standard Therm-A-Bind Covers,GBC,Binders,3,6/2/2015,6,2015,Orem,Utah,West,United States,84057,6/7/2015,Standard Class,20.00%,33.00%,$19,$60,Jun-2015,,,,,,
154,CA-2015-104472,148,123,Christine Kargatis,Home Office,Furniture,Aluminum Document Frame,Other,Furnishings,6,6/2/2015,6,2015,Orem,Utah,West,United States,84057,6/7/2015,Standard Class,0.00%,30.00%,$22,$73,Jun-2015,,,,,,
714,CA-2015-135657,913,964,Steven Cartwright,Consumer,Furniture,KI Adjustable-Height Table,KI,Tables,6,6/3/2015,6,2015,Seattle,Washington,West,United States,98115,6/7/2015,Second Class,0.00%,22.00%,$113,$516,Jun-2015,,,,,,
652,CA-2015-141299,1040,1438,Ross Baird,Home Office,Office Supplies,Security-Tint Envelopes,Other,Envelopes,2,6/3/2015,6,2015,Midland,Michigan,Central,United States,48640,6/7/2015,Second Class,0.00%,49.00%,$7,$15,Jun-2015,,,,,,
629,CA-2015-163867,1512,224,Richard Eichhorn,Consumer,Office Supplies,Avery 513,Avery,Labels,4,6/3/2015,6,2015,Decatur,Illinois,Central,United States,62521,6/6/2015,First Class,20.00%,33.00%,$5,$16,Jun-2015,,,,,,
629,CA-2015-163867,1513,471,Richard Eichhorn,Consumer,Furniture,"Contract Clock, 14"", Brown",Other,Furnishings,7,6/3/2015,6,2015,Decatur,Illinois,Central,United States,62521,6/6/2015,First Class,60.00%,-65.00%,-$40,$62,Jun-2015,,,,,,
629,CA-2015-163867,1514,1345,Richard Eichhorn,Consumer,Office Supplies,Recycled Steel Personal File for Standard File Folders,Other,Storage,3,6/3/2015,6,2015,Decatur,Illinois,Central,United States,62521,6/6/2015,First Class,20.00%,8.00%,$10,$133,Jun-2015,,,,,,
497,CA-2015-147914,1179,538,Mark Packer,Home Office,Office Supplies,Easy-staple paper,Easy-staple paper,Paper,2,6/4/2015,6,2015,Columbus,Ohio,East,United States,43229,6/9/2015,Standard Class,20.00%,36.00%,$6,$16,Jun-2015,,,,,,
96,CA-2015-151946,1253,677,Bobby Trafton,Consumer,Furniture,G.E. Halogen Desk Lamp Bulbs,G. E.,Furnishings,2,6/4/2015,6,2015,New York City,New York,East,United States,10035,6/9/2015,Standard Class,0.00%,48.00%,$7,$14,Jun-2015,,,,,,
96,CA-2015-151946,1254,460,Bobby Trafton,Consumer,Office Supplies,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Other,Appliances,4,6/4/2015,6,2015,New York City,New York,East,United States,10035,6/9/2015,Standard Class,0.00%,26.00%,$4,$16,Jun-2015,,,,,,
96,CA-2015-151946,1255,1448,Bobby Trafton,Consumer,Furniture,"Seth Thomas 14"" Day/Date Wall Clock",Seth Thomas,Furnishings,2,6/4/2015,6,2015,New York City,New York,East,United States,10035,6/9/2015,Standard Class,0.00%,37.00%,$21,$57,Jun-2015,,,,,,
96,CA-2015-151946,1256,1198,Bobby Trafton,Consumer,Furniture,O'Sullivan Living Dimensions 5-Shelf Bookcases,O'Sullivan,Bookcases,2,6/4/2015,6,2015,New York City,New York,East,United States,10035,6/9/2015,Standard Class,20.00%,-13.00%,-$44,$354,Jun-2015,,,,,,
119,CA-2015-133270,860,1416,Bryan Mills,Consumer,Office Supplies,Sanford Liquid Accent Highlighters,Sanford,Art,2,6/6/2015,6,2015,Rochester,New York,East,United States,14609,6/9/2015,First Class,0.00%,37.00%,$5,$13,Jun-2015,,,,,,
778,CA-2015-151897,1252,1365,Valerie Takahito,Home Office,Office Supplies,Round Specialty Laser Printer Labels,Other,Labels,10,6/6/2015,6,2015,Houston,Texas,Central,United States,77070,6/10/2015,Standard Class,20.00%,34.00%,$34,$100,Jun-2015,,,,,,
308,CA-2015-159520,1425,82,Grant Thornton,Corporate,Office Supplies,Acme Office Executive Series Stainless Steel Trimmers,Acme,Supplies,2,6/6/2015,6,2015,Long Beach,New York,East,United States,11561,6/11/2015,Standard Class,0.00%,26.00%,$4,$17,Jun-2015,,,,,,
308,CA-2015-159520,1426,1634,Grant Thornton,Corporate,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,Wilson Jones,Binders,9,6/6/2015,6,2015,Long Beach,New York,East,United States,11561,6/11/2015,Standard Class,20.00%,34.00%,$50,$150,Jun-2015,,,,,,
308,CA-2015-159520,1427,425,Grant Thornton,Corporate,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Chromcraft,Tables,3,6/6/2015,6,2015,Long Beach,New York,East,United States,11561,6/11/2015,Standard Class,40.00%,-35.00%,-$347,$992,Jun-2015,,,,,,
718,CA-2015-169257,1666,1317,Stewart Visinsky,Consumer,Office Supplies,Presstex Flexible Ring Binders,Other,Binders,1,6/6/2015,6,2015,Jacksonville,Florida,South,United States,32216,6/12/2015,Standard Class,70.00%,-67.00%,-$1,$1,Jun-2015,,,,,,
718,CA-2015-169257,1667,1740,Stewart Visinsky,Consumer,Office Supplies,Xerox 1944,Xerox,Paper,2,6/6/2015,6,2015,Jacksonville,Florida,South,United States,32216,6/12/2015,Standard Class,20.00%,36.00%,$22,$62,Jun-2015,,,,,,
677,US-2015-161305,8609,5,Sarah Bern,Consumer,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Other,Envelopes,2,6/6/2015,6,2015,Chicago,Illinois,Central,United States,60623,6/12/2015,Standard Class,20.00%,34.00%,$5,$14,Jun-2015,,,,,,
677,US-2015-161305,8610,271,Sarah Bern,Consumer,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Avery,Binders,3,6/6/2015,6,2015,Chicago,Illinois,Central,United States,60623,6/12/2015,Standard Class,80.00%,-155.00%,-$38,$25,Jun-2015,,,,,,
569,CA-2015-106229,183,318,Nick Radford,Consumer,Furniture,"Bevis Round Conference Table Top, X-Base",Bevis,Tables,3,6/7/2015,6,2015,Aurora,Illinois,Central,United States,60505,6/11/2015,Second Class,50.00%,-78.00%,-$210,$269,Jun-2015,,,,,,
73,US-2015-134971,8463,1634,Bart Pistole,Corporate,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,Wilson Jones,Binders,3,6/7/2015,6,2015,Peoria,Illinois,Central,United States,61604,6/10/2015,Second Class,80.00%,-165.00%,-$21,$12,Jun-2015,,,,,,
631,CA-2015-108147,229,782,Rick Duston,Consumer,Office Supplies,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Other,Binders,2,6/8/2015,6,2015,Long Beach,New York,East,United States,11561,6/13/2015,Standard Class,20.00%,38.00%,$26,$68,Jun-2015,,,,,,
631,CA-2015-108147,230,1559,Rick Duston,Consumer,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Tennsco,Storage,6,6/8/2015,6,2015,Long Beach,New York,East,United States,11561,6/13/2015,Standard Class,0.00%,5.00%,$84,"$1,677",Jun-2015,,,,,,
427,US-2015-109162,8352,1457,Katrina Edelman,Corporate,Furniture,"Situations Contoured Folding Chairs, 4/Set",Other,Chairs,3,6/8/2015,6,2015,Bristol,Tennessee,South,United States,37620,6/12/2015,Standard Class,20.00%,6.00%,$11,$170,Jun-2015,,,,,,
129,US-2015-141257,8503,834,Carlos Soltero,Consumer,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Hon,Chairs,3,6/8/2015,6,2015,Seattle,Washington,West,United States,98115,6/14/2015,Standard Class,20.00%,13.00%,$73,$586,Jun-2015,,,,,,
114,CA-2015-115812,415,1137,Brosina Hoffman,Consumer,Office Supplies,Newell 322,Newell,Art,4,6/9/2015,6,2015,Los Angeles,California,West,United States,90032,6/14/2015,Standard Class,0.00%,27.00%,$2,$7,Jun-2015,,,,,,
114,CA-2015-115812,416,535,Brosina Hoffman,Consumer,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,DXL,Binders,3,6/9/2015,6,2015,Los Angeles,California,West,United States,90032,6/14/2015,Standard Class,20.00%,31.00%,$6,$19,Jun-2015,,,,,,
114,CA-2015-115812,417,570,Brosina Hoffman,Consumer,Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Eldon,Furnishings,7,6/9/2015,6,2015,Los Angeles,California,West,United States,90032,6/14/2015,Standard Class,0.00%,29.00%,$14,$49,Jun-2015,,,,,,
114,CA-2015-115812,418,295,Brosina Hoffman,Consumer,Office Supplies,Belkin F5C206VTEL 6 Outlet Surge,Belkin,Appliances,5,6/9/2015,6,2015,Los Angeles,California,West,United States,90032,6/14/2015,Standard Class,0.00%,30.00%,$34,$115,Jun-2015,,,,,,
114,CA-2015-115812,419,1099,Brosina Hoffman,Consumer,Technology,Mitel 5320 IP Phone VoIP phone,Mitel,Phones,6,6/9/2015,6,2015,Los Angeles,California,West,United States,90032,6/14/2015,Standard Class,20.00%,10.00%,$91,$907,Jun-2015,,,,,,
114,CA-2015-115812,420,972,Brosina Hoffman,Consumer,Technology,Konftel 250 Conference phone - Charcoal black,Other,Phones,4,6/9/2015,6,2015,Los Angeles,California,West,United States,90032,6/14/2015,Standard Class,20.00%,8.00%,$68,$911,Jun-2015,,,,,,
114,CA-2015-115812,421,428,Brosina Hoffman,Consumer,Furniture,Chromcraft Rectangular Conference Tables,Chromcraft,Tables,9,6/9/2015,6,2015,Los Angeles,California,West,United States,90032,6/14/2015,Standard Class,20.00%,5.00%,$85,"$1,706",Jun-2015,,,,,,
286,CA-2015-132612,848,311,Frank Olsen,Consumer,Furniture,Bevis 44 x 96 Conference Tables,Bevis,Tables,7,6/9/2015,6,2015,Harrisonburg,Virginia,South,United States,22801,6/11/2015,Second Class,0.00%,17.00%,$245,"$1,441",Jun-2015,,,,,,
126,CA-2015-133753,878,1491,Carl Weiss,Home Office,Technology,Square Credit Card Reader,Square,Phones,1,6/9/2015,6,2015,Huntsville,Texas,Central,United States,77340,6/13/2015,Second Class,20.00%,8.00%,$1,$8,Jun-2015,,,,,,
126,CA-2015-133753,879,1020,Carl Weiss,Home Office,Technology,Logitech M510 Wireless Mouse,Logitech,Accessories,2,6/9/2015,6,2015,Huntsville,Texas,Central,United States,77340,6/13/2015,Second Class,20.00%,16.00%,$10,$64,Jun-2015,,,,,,
126,CA-2015-133753,880,346,Carl Weiss,Home Office,Office Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Boston,Art,2,6/9/2015,6,2015,Huntsville,Texas,Central,United States,77340,6/13/2015,Second Class,20.00%,9.00%,$6,$70,Jun-2015,,,,,,
162,CA-2015-133851,886,1504,Chuck Magee,Consumer,Office Supplies,Staple remover,Staple remover,Supplies,2,6/9/2015,6,2015,San Francisco,California,West,United States,94122,6/16/2015,Standard Class,0.00%,2.00%,$0,$7,Jun-2015,,,,,,
162,CA-2015-133851,887,512,Chuck Magee,Consumer,Office Supplies,Deluxe Chalkboard Eraser Cleaner,Other,Art,2,6/9/2015,6,2015,San Francisco,California,West,United States,94122,6/16/2015,Standard Class,0.00%,46.00%,$11,$23,Jun-2015,,,,,,
746,CA-2015-160262,1442,521,Thomas Seio,Corporate,Office Supplies,DIXON Oriole Pencils,Dixon,Art,7,6/9/2015,6,2015,North Las Vegas,Nevada,West,United States,89031,6/13/2015,Second Class,0.00%,26.00%,$5,$18,Jun-2015,,,,,,
746,CA-2015-160262,1443,618,Thomas Seio,Corporate,Furniture,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Executive Impressions,Furnishings,2,6/9/2015,6,2015,North Las Vegas,Nevada,West,United States,89031,6/13/2015,Second Class,0.00%,38.00%,$14,$37,Jun-2015,,,,,,
746,CA-2015-160262,1444,1701,Thomas Seio,Corporate,Office Supplies,Xerox 1909,Xerox,Paper,3,6/9/2015,6,2015,North Las Vegas,Nevada,West,United States,89031,6/13/2015,Second Class,0.00%,46.00%,$36,$79,Jun-2015,,,,,,
325,CA-2015-144281,1106,532,Heather Kirkland,Corporate,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Other,Labels,5,6/10/2015,6,2015,Detroit,Michigan,Central,United States,48234,6/15/2015,Second Class,0.00%,49.00%,$241,$492,Jun-2015,,,,,,
280,CA-2015-114643,393,1508,Filia McAdams,Corporate,Office Supplies,Staples in misc. colors,Staples in misc. colors,Art,3,6/13/2015,6,2015,Los Angeles,California,West,United States,90032,6/17/2015,Standard Class,0.00%,33.00%,$5,$15,Jun-2015,,,,,,
694,CA-2015-140487,1017,839,Sharelle Roach,Home Office,Furniture,"Hon Metal Bookcases, Gray",Hon,Bookcases,3,6/14/2015,6,2015,Detroit,Michigan,Central,United States,48234,6/20/2015,Standard Class,0.00%,27.00%,$57,$213,Jun-2015,,,,,,
583,CA-2015-126963,689,1695,Pamela Stobb,Consumer,Office Supplies,Xerox 1902,Xerox,Paper,2,6/15/2015,6,2015,El Paso,Texas,Central,United States,79907,6/15/2015,Same Day,20.00%,33.00%,$12,$37,Jun-2015,,,,,,
436,US-2015-141215,8500,264,Kelly Lampkin,Corporate,Office Supplies,Avery Premier Heavy-Duty Binder with Round Locking Rings,Avery,Binders,3,6/15/2015,6,2015,San Antonio,Texas,Central,United States,78207,6/21/2015,Standard Class,80.00%,-170.00%,-$15,$9,Jun-2015,,,,,,
436,US-2015-141215,8501,980,Kelly Lampkin,Corporate,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Lesro,Tables,2,6/15/2015,6,2015,San Antonio,Texas,Central,United States,78207,6/21/2015,Standard Class,30.00%,-19.00%,-$19,$100,Jun-2015,,,,,,
